Figure_number,Approx_page,Figure_title,Figure_title_FR,X_Axis,X_Axis_FR,Y_Axis,Y_Axis_FR,Caption,Caption_FR,Legends,Legends_FR,X_Axis_Ticks,Y_Axis_Ticks,Other_Annocation,Notes,File_Name
Figure 1,,,,Potential Exposure,Exposition potentielle,Potential Complementarity,Complémentarité potentielle,"Source: Author Calculations, 2021 Canadian Census","Source : Calculs de l’auteur, Recensement canadien de 2021",Employment,Emploi,,,,,
