DWA_ID_dup,Finance,V1,pct,AIOE
4.A.1.a.1.I23.D06,Hors finance,3.67833333333333,0.00996265544823733,5.73526099512063
4.A.1.a.1.I23.D08,Hors finance,3.37595238095238,0.00564892834693869,6.45651870702946
4.A.1.a.2.I01.D06,Hors finance,3.83214285714286,0.00236227912690163,5.58057699032368
4.A.1.a.2.I01.D07,Hors finance,3.8293137254902,0.00164332461001853,5.6833659514861
4.A.1.a.2.I02.D01,Hors finance,3.25,0.00410831152504632,6.65142939288433
4.A.1.a.2.I02.D05,Finance,3.62,0.00616246728756948,6.41224216395448
4.A.1.a.2.I02.D06,Hors finance,3.82933333333333,0.0138655513970313,5.82743466191013
4.A.1.a.2.I02.D09,Hors finance,3.779,0.00256769470315395,6.3308395797666
4.A.1.a.2.I02.D10,Hors finance,3.46375,0.0927451326779207,6.37019855569005
4.A.1.a.2.I02.D15,Hors finance,3.68647058823529,0.00595705171131717,6.42878078780622
4.A.1.a.2.I02.D16,Hors finance,3.98272727272727,0.00256769470315395,6.16097494850946
4.A.1.a.2.I03.D01,Hors finance,3.57555555555556,0.00154061682189237,6.61815214042101
4.A.1.a.2.I03.D02,Finance,3.845,0.00451914267755095,6.23180588474998
4.A.1.a.2.I03.D03,Finance,3.15409090909091,0.00729225295695722,6.30932842598865
4.A.1.a.2.I03.D04,Finance,3.714,0.00174603239814469,6.43011516402898
4.A.1.a.2.I03.D05,Finance,3.16333333333333,0.0101680710244896,6.65637707807871
4.A.1.a.2.I03.D06,Finance,3.26785714285714,0.0168440772526899,6.66004138477971
4.A.1.a.2.I05.D01,Hors finance,3.8522,0.0152007526426714,6.10378559887961
4.A.1.a.2.I05.D02,Hors finance,3.18617647058824,0.010373486600742,6.45466698955278
4.A.1.a.2.I05.D05,Hors finance,3.4275,0.0051353894063079,5.82464868289924
4.A.1.a.2.I05.D06,Hors finance,4.07785714285714,0.00154061682189237,5.71769840261737
4.A.1.a.2.I05.D07,Hors finance,4.37348214285714,0.00328664922003706,6.02138109027366
4.A.1.a.2.I05.D08,Hors finance,3.31318181818182,0.00174603239814469,6.43432015668191
4.A.1.a.2.I06.D01,Hors finance,3.4902380952381,0.00154061682189237,6.48020901535592
4.A.1.a.2.I06.D03,Hors finance,2.99303571428571,0.375705088965486,6.38942726008047
4.A.1.a.2.I06.D07,Hors finance,2.99958333333333,0.0193090641677177,6.3229900067951
4.A.1.a.2.I07.D06,Hors finance,3.26,0.00215686355064932,6.04305329579488
4.A.1.a.2.I07.D07,Hors finance,4.19666666666667,0.0962371974742101,5.89025259184396
4.A.1.a.2.I08.D01,Finance,3.34588235294118,0.0338935700816322,6.50709905409728
4.A.1.a.2.I08.D02,Hors finance,3.09958333333333,0.302063604879031,6.03370911008868
